date,open,high,low,close,adjusted,volume
2015-05-18,1335000 ,1335000 ,1309000 ,1320000 ,1320000 ,192537 
2015-05-19,1321000 ,1355000 ,1307000 ,1338000 ,1338000 ,173618 
2015-05-20,1349000 ,1370000 ,1341000 ,1366000 ,1366000 ,205829 
2015-05-21,1371000 ,1372000 ,1344000 ,1352000 ,1352000 ,144212 
2015-05-22,1353000 ,1353000 ,1335000 ,1350000 ,1350000 ,163916 
2015-05-23,1353000 ,1353000 ,1335000 ,1350000 ,1350000 ,163916 
2015-05-24,1353000 ,1353000 ,1335000 ,1350000 ,1350000 ,163916 
2015-05-25,1353000 ,1353000 ,1335000 ,1350000 ,1350000 ,163916 
2015-05-26,1366000 ,1369000 ,1336000 ,1362000 ,1362000 ,200683 
2015-05-27,1360000 ,1366000 ,1313000 ,1314000 ,1314000 ,345309 
2015-05-28,1317000 ,1321000 ,1301000 ,1309000 ,1309000 ,300963 
2015-05-29,1320000 ,1321000 ,1297000 ,1307000 ,1307000 ,347615 
2015-05-30,1320000 ,1321000 ,1297000 ,1307000 ,1307000 ,347615 
2015-05-31,1320000 ,1321000 ,1297000 ,1307000 ,1307000 ,347615 
2015-06-01,1300000 ,1301000 ,1288000 ,1291000 ,1291000 ,218439 
2015-06-02,1300000 ,1303000 ,1288000 ,1303000 ,1303000 ,175151 
2015-06-03,1303000 ,1316000 ,1265000 ,1273000 ,1273000 ,235388 
2015-06-04,1315000 ,1341000 ,1305000 ,1337000 ,1337000 ,388239 
2015-06-05,1325000 ,1355000 ,1320000 ,1341000 ,1341000 ,196563 
2015-06-06,1325000 ,1355000 ,1320000 ,1341000 ,1341000 ,196563 
2015-06-07,1325000 ,1355000 ,1320000 ,1341000 ,1341000 ,196563 
2015-06-08,1345000 ,1347000 ,1313000 ,1314000 ,1314000 ,202379 
2015-06-09,1300000 ,1310000 ,1268000 ,1282000 ,1282000 ,274705 
2015-06-10,1282000 ,1294000 ,1262000 ,1262000 ,1262000 ,250034 
2015-06-11,1263000 ,1274000 ,1253000 ,1257000 ,1257000 ,306281 
2015-06-12,1278000 ,1287000 ,1264000 ,1277000 ,1277000 ,234830 
2015-06-13,1278000 ,1287000 ,1264000 ,1277000 ,1277000 ,234830 
2015-06-14,1278000 ,1287000 ,1264000 ,1277000 ,1277000 ,234830 
2015-06-15,1255000 ,1274000 ,1255000 ,1270000 ,1270000 ,161356 
2015-06-16,1270000 ,1274000 ,1245000 ,1255000 ,1255000 ,255352 
2015-06-17,1250000 ,1266000 ,1240000 ,1254000 ,1254000 ,189046 
2015-06-18,1259000 ,1279000 ,1251000 ,1265000 ,1265000 ,164952 
2015-06-19,1266000 ,1278000 ,1260000 ,1266000 ,1266000 ,141895 
2015-06-20,1266000 ,1278000 ,1260000 ,1266000 ,1266000 ,141895 
2015-06-21,1266000 ,1278000 ,1260000 ,1266000 ,1266000 ,141895 
2015-06-22,1291000 ,1296000 ,1276000 ,1281000 ,1281000 ,127418 
2015-06-23,1309000 ,1328000 ,1291000 ,1321000 ,1321000 ,203180 
2015-06-24,1300000 ,1311000 ,1291000 ,1302000 ,1302000 ,203960 
2015-06-25,1290000 ,1303000 ,1269000 ,1269000 ,1269000 ,213916 
2015-06-26,1252000 ,1290000 ,1252000 ,1278000 ,1278000 ,206950 
2015-06-27,1252000 ,1290000 ,1252000 ,1278000 ,1278000 ,206950 
2015-06-28,1252000 ,1290000 ,1252000 ,1278000 ,1278000 ,206950 
2015-06-29,1269000 ,1285000 ,1256000 ,1281000 ,1281000 ,230399 
2015-06-30,1276000 ,1285000 ,1266000 ,1268000 ,1268000 ,197407 
2015-07-01,1268000 ,1302000 ,1259000 ,1295000 ,1295000 ,166498 
2015-07-02,1286000 ,1304000 ,1285000 ,1299000 ,1299000 ,164460 
2015-07-03,1287000 ,1294000 ,1267000 ,1268000 ,1268000 ,142604 
2015-07-04,1287000 ,1294000 ,1267000 ,1268000 ,1268000 ,142604 
2015-07-05,1287000 ,1294000 ,1267000 ,1268000 ,1268000 ,142604 
2015-07-06,1253000 ,1260000 ,1223000 ,1230000 ,1230000 ,201999 
2015-07-07,1220000 ,1259000 ,1220000 ,1240000 ,1240000 ,249565 
2015-07-08,1240000 ,1251000 ,1232000 ,1239000 ,1239000 ,235619 
2015-07-09,1230000 ,1265000 ,1226000 ,1265000 ,1265000 ,280610 
2015-07-10,1257000 ,1266000 ,1248000 ,1259000 ,1259000 ,191468 
2015-07-11,1257000 ,1266000 ,1248000 ,1259000 ,1259000 ,191468 
2015-07-12,1257000 ,1266000 ,1248000 ,1259000 ,1259000 ,191468 
2015-07-13,1250000 ,1272000 ,1245000 ,1266000 ,1266000 ,153441 
2015-07-14,1265000 ,1270000 ,1221000 ,1225000 ,1225000 ,399794 
2015-07-15,1225000 ,1238000 ,1224000 ,1235000 ,1235000 ,167413 
2015-07-16,1223000 ,1287000 ,1223000 ,1282000 ,1282000 ,223469 
2015-07-17,1300000 ,1311000 ,1278000 ,1305000 ,1305000 ,297233 
2015-07-18,1300000 ,1311000 ,1278000 ,1305000 ,1305000 ,297233 
2015-07-19,1300000 ,1311000 ,1278000 ,1305000 ,1305000 ,297233 
2015-07-20,1291000 ,1304000 ,1273000 ,1275000 ,1275000 ,128928 
2015-07-21,1275000 ,1277000 ,1247000 ,1263000 ,1263000 ,194055 
2015-07-22,1244000 ,1260000 ,1235000 ,1253000 ,1253000 ,268323 
2015-07-23,1244000 ,1253000 ,1234000 ,1234000 ,1234000 ,208965 
2015-07-24,1227000 ,1238000 ,1224000 ,1229000 ,1229000 ,196584 
2015-07-25,1227000 ,1238000 ,1224000 ,1229000 ,1229000 ,196584 
2015-07-26,1227000 ,1238000 ,1224000 ,1229000 ,1229000 ,196584 
2015-07-27,1229000 ,1247000 ,1228000 ,1230000 ,1230000 ,243040 
2015-07-28,1224000 ,1251000 ,1219000 ,1230000 ,1230000 ,267627 
2015-07-29,1250000 ,1275000 ,1231000 ,1263000 ,1263000 ,274689 
2015-07-30,1258000 ,1260000 ,1215000 ,1215000 ,1215000 ,308392 
2015-07-31,1220000 ,1222000 ,1175000 ,1185000 ,1185000 ,391589 
2015-08-01,1220000 ,1222000 ,1175000 ,1185000 ,1185000 ,391589 
2015-08-02,1220000 ,1222000 ,1175000 ,1185000 ,1185000 ,391589 
2015-08-03,1184000 ,1184000 ,1166000 ,1175000 ,1175000 ,196891 
2015-08-04,1175000 ,1187000 ,1170000 ,1182000 ,1182000 ,256887 
2015-08-05,1182000 ,1182000 ,1158000 ,1159000 ,1159000 ,256050 
2015-08-06,1155000 ,1156000 ,1115000 ,1115000 ,1115000 ,403981 
2015-08-07,1120000 ,1137000 ,1115000 ,1136000 ,1136000 ,275742 
2015-08-08,1120000 ,1137000 ,1115000 ,1136000 ,1136000 ,275742 
2015-08-09,1120000 ,1137000 ,1115000 ,1136000 ,1136000 ,275742 
2015-08-10,1140000 ,1142000 ,1130000 ,1141000 ,1141000 ,114450 
2015-08-11,1151000 ,1179000 ,1148000 ,1157000 ,1157000 ,233286 
2015-08-12,1150000 ,1164000 ,1140000 ,1154000 ,1154000 ,223080 
2015-08-13,1153000 ,1153000 ,1138000 ,1140000 ,1140000 ,150411 
2015-08-14,1153000 ,1153000 ,1138000 ,1140000 ,1140000 ,150411 
2015-08-15,1153000 ,1153000 ,1138000 ,1140000 ,1140000 ,150411 
2015-08-16,1153000 ,1153000 ,1138000 ,1140000 ,1140000 ,150411 
2015-08-17,1140000 ,1141000 ,1104000 ,1104000 ,1104000 ,227217 
2015-08-18,1118000 ,1141000 ,1117000 ,1131000 ,1131000 ,231672 
2015-08-19,1169000 ,1176000 ,1141000 ,1154000 ,1154000 ,401415 
2015-08-20,1163000 ,1171000 ,1130000 ,1139000 ,1139000 ,216119 
2015-08-21,1099000 ,1128000 ,1096000 ,1101000 ,1101000 ,408851 
2015-08-22,1099000 ,1128000 ,1096000 ,1101000 ,1101000 ,408851 
2015-08-23,1099000 ,1128000 ,1096000 ,1101000 ,1101000 ,408851 
2015-08-24,1088000 ,1115000 ,1033000 ,1079000 ,1079000 ,448592 
2015-08-25,1079000 ,1107000 ,1067000 ,1079000 ,1079000 ,392519 
2015-08-26,1068000 ,1074000 ,1050000 ,1067000 ,1067000 ,558952 
2015-08-27,1082000 ,1086000 ,1063000 ,1067000 ,1067000 ,495388 
2015-08-28,1086000 ,1086000 ,1073000 ,1081000 ,1081000 ,462223 
2015-08-29,1086000 ,1086000 ,1073000 ,1081000 ,1081000 ,462223 
2015-08-30,1086000 ,1086000 ,1073000 ,1081000 ,1081000 ,462223 
2015-08-31,1071000 ,1089000 ,1052000 ,1089000 ,1089000 ,408309 
2015-09-01,1089000 ,1098000 ,1081000 ,1085000 ,1085000 ,240372 
2015-09-02,1069000 ,1095000 ,1065000 ,1090000 ,1090000 ,312683 
2015-09-03,1102000 ,1123000 ,1093000 ,1122000 ,1122000 ,305142 
2015-09-04,1144000 ,1144000 ,1118000 ,1129000 ,1129000 ,251734 
2015-09-05,1144000 ,1144000 ,1118000 ,1129000 ,1129000 ,251734 
2015-09-06,1144000 ,1144000 ,1118000 ,1129000 ,1129000 ,251734 
2015-09-07,1129000 ,1129000 ,1105000 ,1112000 ,1112000 ,191805 
2015-09-08,1113000 ,1136000 ,1106000 ,1131000 ,1131000 ,182330 
2015-09-09,1146000 ,1147000 ,1136000 ,1147000 ,1147000 ,259376 
2015-09-10,1130000 ,1139000 ,1118000 ,1134000 ,1134000 ,362568 
2015-09-11,1126000 ,1133000 ,1115000 ,1115000 ,1115000 ,204167 
2015-09-12,1126000 ,1133000 ,1115000 ,1115000 ,1115000 ,204167 
2015-09-13,1126000 ,1133000 ,1115000 ,1115000 ,1115000 ,204167 
2015-09-14,1120000 ,1124000 ,1110000 ,1124000 ,1124000 ,167073 
2015-09-15,1114000 ,1128000 ,1113000 ,1123000 ,1123000 ,232956 
2015-09-16,1121000 ,1157000 ,1121000 ,1152000 ,1152000 ,343763 
2015-09-17,1153000 ,1157000 ,1144000 ,1157000 ,1157000 ,273960 
2015-09-18,1145000 ,1192000 ,1135000 ,1190000 ,1190000 ,436270 
2015-09-19,1145000 ,1192000 ,1135000 ,1190000 ,1190000 ,436270 
2015-09-20,1145000 ,1192000 ,1135000 ,1190000 ,1190000 ,436270 
2015-09-21,1163000 ,1173000 ,1150000 ,1150000 ,1150000 ,205359 
2015-09-22,1143000 ,1150000 ,1130000 ,1145000 ,1145000 ,250675 
2015-09-23,1144000 ,1144000 ,1125000 ,1131000 ,1131000 ,197649 
2015-09-24,1126000 ,1135000 ,1125000 ,1126000 ,1126000 ,132721 
2015-09-25,1120000 ,1125000 ,1109000 ,1112000 ,1112000 ,209160 
2015-09-26,1120000 ,1125000 ,1109000 ,1112000 ,1112000 ,209160 
2015-09-27,1120000 ,1125000 ,1109000 ,1112000 ,1112000 ,209160 
2015-09-28,1120000 ,1125000 ,1109000 ,1112000 ,1112000 ,209160 
2015-09-29,1120000 ,1125000 ,1109000 ,1112000 ,1112000 ,209160 
2015-09-30,1100000 ,1134000 ,1090000 ,1134000 ,1134000 ,458936 
2015-10-01,1140000 ,1145000 ,1121000 ,1134000 ,1134000 ,241041 
2015-10-02,1112000 ,1133000 ,1112000 ,1119000 ,1119000 ,274302 
2015-10-03,1112000 ,1133000 ,1112000 ,1119000 ,1119000 ,274302 
2015-10-04,1112000 ,1133000 ,1112000 ,1119000 ,1119000 ,274302 
2015-10-05,1119000 ,1131000 ,1115000 ,1115000 ,1115000 ,241935 
2015-10-06,1130000 ,1155000 ,1127000 ,1151000 ,1151000 ,382987 
2015-10-07,1198000 ,1252000 ,1186000 ,1251000 ,1251000 ,799502 
2015-10-08,1250000 ,1279000 ,1250000 ,1270000 ,1270000 ,570677 
2015-10-09,1250000 ,1279000 ,1250000 ,1270000 ,1270000 ,570677 
2015-10-10,1250000 ,1279000 ,1250000 ,1270000 ,1270000 ,570677 
2015-10-11,1250000 ,1279000 ,1250000 ,1270000 ,1270000 ,570677 
2015-10-12,1260000 ,1263000 ,1247000 ,1260000 ,1260000 ,378974 
2015-10-13,1260000 ,1272000 ,1248000 ,1252000 ,1252000 ,198000 
2015-10-14,1248000 ,1260000 ,1237000 ,1254000 ,1254000 ,175051 
2015-10-15,1244000 ,1282000 ,1243000 ,1269000 ,1269000 ,248503 
2015-10-16,1265000 ,1269000 ,1259000 ,1265000 ,1265000 ,143968 
2015-10-17,1265000 ,1269000 ,1259000 ,1265000 ,1265000 ,143968 
2015-10-18,1265000 ,1269000 ,1259000 ,1265000 ,1265000 ,143968 
2015-10-19,1257000 ,1265000 ,1249000 ,1256000 ,1256000 ,117070 
2015-10-20,1260000 ,1273000 ,1256000 ,1266000 ,1266000 ,150347 
2015-10-21,1265000 ,1282000 ,1259000 ,1270000 ,1270000 ,139567 
2015-10-22,1280000 ,1295000 ,1269000 ,1280000 ,1280000 ,230673 
2015-10-23,1300000 ,1300000 ,1278000 ,1289000 ,1289000 ,263071 
2015-10-24,1300000 ,1300000 ,1278000 ,1289000 ,1289000 ,263071 
2015-10-25,1300000 ,1300000 ,1278000 ,1289000 ,1289000 ,263071 
2015-10-26,1298000 ,1298000 ,1272000 ,1292000 ,1292000 ,152165 
2015-10-27,1282000 ,1299000 ,1281000 ,1298000 ,1298000 ,132241 
2015-10-28,1294000 ,1308000 ,1291000 ,1308000 ,1308000 ,271303 
2015-10-29,1330000 ,1392000 ,1324000 ,1325000 ,1325000 ,630471 
2015-10-30,1345000 ,1390000 ,1341000 ,1372000 ,1372000 ,509385 
2015-10-31,1345000 ,1390000 ,1341000 ,1372000 ,1372000 ,509385 
2015-11-01,1345000 ,1390000 ,1341000 ,1372000 ,1372000 ,509385 
2015-11-02,1385000 ,1393000 ,1374000 ,1383000 ,1383000 ,386546 
2015-11-03,1381000 ,1381000 ,1350000 ,1352000 ,1352000 ,301840 
2015-11-04,1352000 ,1361000 ,1326000 ,1330000 ,1330000 ,281070 
2015-11-05,1330000 ,1354000 ,1330000 ,1342000 ,1342000 ,173042 
2015-11-06,1343000 ,1348000 ,1330000 ,1338000 ,1338000 ,164322 
2015-11-07,1343000 ,1348000 ,1330000 ,1338000 ,1338000 ,164322 
2015-11-08,1343000 ,1348000 ,1330000 ,1338000 ,1338000 ,164322 
2015-11-09,1338000 ,1344000 ,1321000 ,1344000 ,1344000 ,185661 
2015-11-10,1336000 ,1341000 ,1314000 ,1321000 ,1321000 ,197551 
2015-11-11,1321000 ,1345000 ,1321000 ,1333000 ,1333000 ,140449 
2015-11-12,1333000 ,1334000 ,1317000 ,1317000 ,1317000 ,157417 
2015-11-13,1317000 ,1317000 ,1300000 ,1300000 ,1300000 ,177677 
2015-11-14,1317000 ,1317000 ,1300000 ,1300000 ,1300000 ,177677 
2015-11-15,1317000 ,1317000 ,1300000 ,1300000 ,1300000 ,177677 
2015-11-16,1291000 ,1291000 ,1263000 ,1263000 ,1263000 ,275705 
2015-11-17,1275000 ,1290000 ,1270000 ,1270000 ,1270000 ,186184 
2015-11-18,1272000 ,1290000 ,1272000 ,1281000 ,1281000 ,167735 
2015-11-19,1290000 ,1290000 ,1271000 ,1289000 ,1289000 ,192850 
2015-11-20,1289000 ,1296000 ,1278000 ,1285000 ,1285000 ,168720 
2015-11-21,1289000 ,1296000 ,1278000 ,1285000 ,1285000 ,168720 
2015-11-22,1289000 ,1296000 ,1278000 ,1285000 ,1285000 ,168720 
2015-11-23,1285000 ,1302000 ,1281000 ,1282000 ,1282000 ,198820 
2015-11-24,1282000 ,1305000 ,1282000 ,1299000 ,1299000 ,159560 
2015-11-25,1300000 ,1310000 ,1299000 ,1299000 ,1299000 ,142627 
2015-11-26,1299000 ,1340000 ,1299000 ,1335000 ,1335000 ,185800 
2015-11-27,1345000 ,1349000 ,1327000 ,1327000 ,1327000 ,169854 
2015-11-28,1345000 ,1349000 ,1327000 ,1327000 ,1327000 ,169854 
2015-11-29,1345000 ,1349000 ,1327000 ,1327000 ,1327000 ,169854 
2015-11-30,1325000 ,1325000 ,1284000 ,1284000 ,1284000 ,534006 
2015-12-01,1294000 ,1322000 ,1288000 ,1321000 ,1321000 ,252113 
2015-12-02,1321000 ,1322000 ,1294000 ,1300000 ,1300000 ,229628 
2015-12-03,1295000 ,1297000 ,1286000 ,1290000 ,1290000 ,166695 
2015-12-04,1275000 ,1280000 ,1267000 ,1269000 ,1269000 ,192711 
2015-12-05,1275000 ,1280000 ,1267000 ,1269000 ,1269000 ,192711 
2015-12-06,1275000 ,1280000 ,1267000 ,1269000 ,1269000 ,192711 
2015-12-07,1269000 ,1275000 ,1262000 ,1262000 ,1262000 ,196107 
2015-12-08,1262000 ,1272000 ,1262000 ,1262000 ,1262000 ,138322 
2015-12-09,1262000 ,1275000 ,1262000 ,1263000 ,1263000 ,181812 
2015-12-10,1263000 ,1293000 ,1263000 ,1283000 ,1283000 ,303867 
2015-12-11,1283000 ,1295000 ,1272000 ,1284000 ,1284000 ,206729 
2015-12-12,1283000 ,1295000 ,1272000 ,1284000 ,1284000 ,206729 
2015-12-13,1283000 ,1295000 ,1272000 ,1284000 ,1284000 ,206729 
2015-12-14,1273000 ,1273000 ,1255000 ,1261000 ,1261000 ,222801 
2015-12-15,1261000 ,1280000 ,1260000 ,1277000 ,1277000 ,175494 
2015-12-16,1278000 ,1310000 ,1278000 ,1299000 ,1299000 ,207962 
2015-12-17,1301000 ,1308000 ,1275000 ,1290000 ,1290000 ,174677 
2015-12-18,1265000 ,1288000 ,1264000 ,1278000 ,1278000 ,168369 
2015-12-19,1265000 ,1288000 ,1264000 ,1278000 ,1278000 ,168369 
2015-12-20,1265000 ,1288000 ,1264000 ,1278000 ,1278000 ,168369 
2015-12-21,1278000 ,1285000 ,1261000 ,1280000 ,1280000 ,160466 
2015-12-22,1280000 ,1292000 ,1267000 ,1292000 ,1292000 ,206192 
2015-12-23,1292000 ,1299000 ,1282000 ,1295000 ,1295000 ,207148 
2015-12-24,1295000 ,1300000 ,1285000 ,1285000 ,1285000 ,156151 
2015-12-25,1295000 ,1300000 ,1285000 ,1285000 ,1285000 ,156151 
2015-12-26,1295000 ,1300000 ,1285000 ,1285000 ,1285000 ,156151 
2015-12-27,1295000 ,1300000 ,1285000 ,1285000 ,1285000 ,156151 
2015-12-28,1285000 ,1289000 ,1266000 ,1266000 ,1266000 ,227230 
2015-12-29,1265000 ,1266000 ,1241000 ,1254000 ,1254000 ,232944 
2015-12-30,1260000 ,1272000 ,1254000 ,1260000 ,1260000 ,203958 
2015-12-31,1260000 ,1272000 ,1254000 ,1260000 ,1260000 ,203958 
2016-01-01,1260000 ,1272000 ,1254000 ,1260000 ,1260000 ,203958 
2016-01-02,1260000 ,1272000 ,1254000 ,1260000 ,1260000 ,203958 
2016-01-03,1260000 ,1272000 ,1254000 ,1260000 ,1260000 ,203958 
2016-01-04,1260000 ,1260000 ,1205000 ,1205000 ,1205000 ,306939 
2016-01-05,1202000 ,1218000 ,1186000 ,1208000 ,1208000 ,216002 
2016-01-06,1208000 ,1208000 ,1168000 ,1175000 ,1175000 ,366752 
2016-01-07,1166000 ,1183000 ,1151000 ,1163000 ,1163000 ,282388 
2016-01-08,1163000 ,1186000 ,1163000 ,1171000 ,1171000 ,257763 
2016-01-09,1163000 ,1186000 ,1163000 ,1171000 ,1171000 ,257763 
2016-01-10,1163000 ,1186000 ,1163000 ,1171000 ,1171000 ,257763 
2016-01-11,1156000 ,1166000 ,1146000 ,1152000 ,1152000 ,241277 
2016-01-12,1148000 ,1166000 ,1144000 ,1146000 ,1146000 ,206283 
2016-01-13,1153000 ,1159000 ,1148000 ,1148000 ,1148000 ,143316 
2016-01-14,1131000 ,1142000 ,1131000 ,1138000 ,1138000 ,209022 
2016-01-15,1140000 ,1152000 ,1124000 ,1132000 ,1132000 ,209464 
2016-01-16,1140000 ,1152000 ,1124000 ,1132000 ,1132000 ,209464 
2016-01-17,1140000 ,1152000 ,1124000 ,1132000 ,1132000 ,209464 
2016-01-18,1088000 ,1133000 ,1088000 ,1126000 ,1126000 ,320214 
2016-01-19,1128000 ,1171000 ,1128000 ,1171000 ,1171000 ,207242 
2016-01-20,1160000 ,1160000 ,1132000 ,1138000 ,1138000 ,167052 
2016-01-21,1133000 ,1155000 ,1125000 ,1131000 ,1131000 ,190352 
2016-01-22,1145000 ,1168000 ,1145000 ,1168000 ,1168000 ,147528 
2016-01-23,1145000 ,1168000 ,1145000 ,1168000 ,1168000 ,147528 
2016-01-24,1145000 ,1168000 ,1145000 ,1168000 ,1168000 ,147528 
2016-01-25,1172000 ,1176000 ,1156000 ,1162000 ,1162000 ,159913 
2016-01-26,1155000 ,1157000 ,1136000 ,1137000 ,1137000 ,152399 
2016-01-27,1126000 ,1175000 ,1126000 ,1175000 ,1175000 ,276237 
2016-01-28,1164000 ,1168000 ,1139000 ,1145000 ,1145000 ,315912 
2016-01-29,1140000 ,1150000 ,1116000 ,1150000 ,1150000 ,436983 
2016-01-30,1140000 ,1150000 ,1116000 ,1150000 ,1150000 ,436983 
2016-01-31,1140000 ,1150000 ,1116000 ,1150000 ,1150000 ,436983 
2016-02-01,1152000 ,1163000 ,1151000 ,1163000 ,1163000 ,259979 
2016-02-02,1161000 ,1166000 ,1147000 ,1156000 ,1156000 ,166348 
2016-02-03,1150000 ,1152000 ,1137000 ,1146000 ,1146000 ,174507 
2016-02-04,1150000 ,1161000 ,1148000 ,1156000 ,1156000 ,247959 
2016-02-05,1156000 ,1169000 ,1156000 ,1164000 ,1164000 ,188094 
2016-02-06,1156000 ,1169000 ,1156000 ,1164000 ,1164000 ,188094 
2016-02-07,1156000 ,1169000 ,1156000 ,1164000 ,1164000 ,188094 
2016-02-08,1156000 ,1169000 ,1156000 ,1164000 ,1164000 ,188094 
2016-02-09,1156000 ,1169000 ,1156000 ,1164000 ,1164000 ,188094 
2016-02-10,1156000 ,1169000 ,1156000 ,1164000 ,1164000 ,188094 
2016-02-11,1118000 ,1137000 ,1118000 ,1130000 ,1130000 ,305262 
2016-02-12,1130000 ,1151000 ,1122000 ,1130000 ,1130000 ,256232 
2016-02-13,1130000 ,1151000 ,1122000 ,1130000 ,1130000 ,256232 
2016-02-14,1130000 ,1151000 ,1122000 ,1130000 ,1130000 ,256232 
2016-02-15,1154000 ,1160000 ,1144000 ,1154000 ,1154000 ,183146 
2016-02-16,1158000 ,1179000 ,1157000 ,1168000 ,1168000 ,180401 
2016-02-17,1179000 ,1201000 ,1169000 ,1185000 ,1185000 ,246062 
2016-02-18,1203000 ,1203000 ,1178000 ,1187000 ,1187000 ,222481 
2016-02-19,1187000 ,1195000 ,1174000 ,1190000 ,1190000 ,176852 
2016-02-20,1187000 ,1195000 ,1174000 ,1190000 ,1190000 ,176852 
2016-02-21,1187000 ,1195000 ,1174000 ,1190000 ,1190000 ,176852 
2016-02-22,1190000 ,1192000 ,1166000 ,1175000 ,1175000 ,174899 
2016-02-23,1179000 ,1189000 ,1173000 ,1181000 ,1181000 ,147674 
2016-02-24,1178000 ,1179000 ,1161000 ,1172000 ,1172000 ,140484 
2016-02-25,1172000 ,1187000 ,1172000 ,1179000 ,1179000 ,133635 
2016-02-26,1180000 ,1187000 ,1172000 ,1172000 ,1172000 ,177344 
2016-02-27,1180000 ,1187000 ,1172000 ,1172000 ,1172000 ,177344 
2016-02-28,1180000 ,1187000 ,1172000 ,1172000 ,1172000 ,177344 
2016-02-29,1179000 ,1194000 ,1176000 ,1178000 ,1178000 ,288680 
2016-03-01,1179000 ,1194000 ,1176000 ,1178000 ,1178000 ,288680 
2016-03-02,1200000 ,1207000 ,1196000 ,1197000 ,1197000 ,236372 
2016-03-03,1213000 ,1220000 ,1202000 ,1220000 ,1220000 ,218991 
2016-03-04,1220000 ,1228000 ,1202000 ,1215000 ,1215000 ,201490 
2016-03-05,1220000 ,1228000 ,1202000 ,1215000 ,1215000 ,201490 
2016-03-06,1220000 ,1228000 ,1202000 ,1215000 ,1215000 ,201490 
2016-03-07,1220000 ,1231000 ,1215000 ,1223000 ,1223000 ,131376 
2016-03-08,1223000 ,1224000 ,1186000 ,1192000 ,1192000 ,216202 
2016-03-09,1188000 ,1199000 ,1177000 ,1194000 ,1194000 ,183380 
2016-03-10,1208000 ,1236000 ,1201000 ,1225000 ,1225000 ,283540 
2016-03-11,1225000 ,1253000 ,1216000 ,1249000 ,1249000 ,267225 
2016-03-12,1225000 ,1253000 ,1216000 ,1249000 ,1249000 ,267225 
2016-03-13,1225000 ,1253000 ,1216000 ,1249000 ,1249000 ,267225 
2016-03-14,1267000 ,1273000 ,1249000 ,1255000 ,1255000 ,217154 
2016-03-15,1255000 ,1264000 ,1246000 ,1253000 ,1253000 ,172808 
2016-03-16,1256000 ,1263000 ,1253000 ,1256000 ,1256000 ,146856 
2016-03-17,1265000 ,1296000 ,1257000 ,1263000 ,1263000 ,246869 
2016-03-18,1278000 ,1278000 ,1263000 ,1273000 ,1273000 ,225314 
2016-03-19,1278000 ,1278000 ,1263000 ,1273000 ,1273000 ,225314 
2016-03-20,1278000 ,1278000 ,1263000 ,1273000 ,1273000 ,225314 
2016-03-21,1274000 ,1279000 ,1258000 ,1267000 ,1267000 ,181170 
2016-03-22,1267000 ,1279000 ,1262000 ,1269000 ,1269000 ,202872 
2016-03-23,1269000 ,1279000 ,1262000 ,1279000 ,1279000 ,197418 
2016-03-24,1279000 ,1290000 ,1266000 ,1282000 ,1282000 ,218795 
2016-03-25,1283000 ,1290000 ,1278000 ,1288000 ,1288000 ,143446 
2016-03-26,1283000 ,1290000 ,1278000 ,1288000 ,1288000 ,143446 
2016-03-27,1283000 ,1290000 ,1278000 ,1288000 ,1288000 ,143446 
2016-03-28,1288000 ,1300000 ,1288000 ,1294000 ,1294000 ,121218 
2016-03-29,1294000 ,1300000 ,1285000 ,1290000 ,1290000 ,172454 
2016-03-30,1310000 ,1321000 ,1302000 ,1308000 ,1308000 ,267605 
2016-03-31,1306000 ,1314000 ,1298000 ,1312000 ,1312000 ,382615 
2016-04-01,1299000 ,1309000 ,1271000 ,1279000 ,1279000 ,271156 
2016-04-02,1299000 ,1309000 ,1271000 ,1279000 ,1279000 ,271156 
2016-04-03,1299000 ,1309000 ,1271000 ,1279000 ,1279000 ,271156 
2016-04-04,1279000 ,1305000 ,1279000 ,1305000 ,1305000 ,188046 
2016-04-05,1299000 ,1299000 ,1260000 ,1260000 ,1260000 ,236319 
2016-04-06,1269000 ,1291000 ,1268000 ,1285000 ,1285000 ,184234 
2016-04-07,1300000 ,1300000 ,1258000 ,1269000 ,1269000 ,258795 
2016-04-08,1269000 ,1269000 ,1240000 ,1246000 ,1246000 ,251868 
2016-04-09,1269000 ,1269000 ,1240000 ,1246000 ,1246000 ,251868 
2016-04-10,1269000 ,1269000 ,1240000 ,1246000 ,1246000 ,251868 
2016-04-11,1246000 ,1271000 ,1246000 ,1266000 ,1266000 ,120693 
2016-04-12,1270000 ,1281000 ,1266000 ,1275000 ,1275000 ,134054 
2016-04-13,1270000 ,1281000 ,1266000 ,1275000 ,1275000 ,134054 
2016-04-14,1300000 ,1302000 ,1289000 ,1300000 ,1300000 ,335327 
2016-04-15,1309000 ,1310000 ,1290000 ,1300000 ,1300000 ,136599 
2016-04-16,1309000 ,1310000 ,1290000 ,1300000 ,1300000 ,136599 
2016-04-17,1309000 ,1310000 ,1290000 ,1300000 ,1300000 ,136599 
2016-04-18,1295000 ,1305000 ,1292000 ,1299000 ,1299000 ,128474 
2016-04-19,1294000 ,1296000 ,1283000 ,1288000 ,1288000 ,144766 
2016-04-20,1282000 ,1300000 ,1282000 ,1299000 ,1299000 ,171972 
2016-04-21,1300000 ,1301000 ,1288000 ,1294000 ,1294000 ,145089 
2016-04-22,1294000 ,1294000 ,1277000 ,1280000 ,1280000 ,114830 
